fecha,boletin,titulo,status,fecha_sort,boletin
19/10/2011,7999-07,Modifica la competencia de la Justicia Militar para permitir que la justicia ordinaria juzgue a carabineros por delitos cometidos en actos de servicios.,En tramitación,2011/10/19,7999-07
19/10/2011,8000-09,Sobre derecho al servicio de agua potable.,Archivado,2011/10/19,8000-09
18/10/2011,7996-08,Prohíbe suspender el suministro eléctrico por deudas impagas de primas de seguros.,Archivado,2011/10/18,7996-08
18/10/2011,7993-03,"Modifica la Ley sobre Protección de los Derechos de los Consumidores, en materia de información y publicidad.",Archivado,2011/10/18,7993-03
18/10/2011,7997-09,Sobre mínimo vital de consumo de agua.,Archivado,2011/10/18,7997-09
13/10/2011,7992-06,Establece bonos y transferencias condicionadas para las familias de extrema pobreza y crea subsidio al empleo de la mujer.,Publicado,2011/10/13,7992-06
12/10/2011,7986-14,Modifica la ley N° 19.537 sobre Copropiedad Inmobiliaria.,Archivado,2011/10/12,7986-14
05/10/2011,7981-05,Respecto de comiso de vehículos utilizados en delitos de contrabando y fraude aduanero.,Archivado,2011/10/05,7981-05
05/10/2011,7978-07,Sobre conmutación de pena que indica a consumidores que sufran dependencia de las drogas.,Archivado,2011/10/05,7978-07
04/10/2011,7972-05,"Ley de Presupuestos para el Sector Público, correspondiente al año 2012.",Publicado,2011/10/04,7972-05
04/10/2011,7974-13,Instituye el 6 de octubre de cada año como el ´´Día Nacional del Trabajador Ferroviario´´.,Publicado,2011/10/04,7974-13
28/09/2011,7956-07,Relativo a la aplicación de medidas alternativas a condenados por microtráfico de drogas.,Archivado,2011/09/28,7956-07
27/09/2011,7942-23,Obliga a las empresas de casinos a indicar los riesgos que implica la práctica compulsiva de juegos y apuestas en los jugadores.,En tramitación,2011/09/27,7942-23
27/09/2011,7945-08,"Regula en la Región de Magallanes y de la Antártica Chilena, el valor del gas natural, los valores agregados de distribución del gas, crea los subsidios que indica y establece medidas ante una contingencia de gas.",En tramitación,2011/09/27,7945-08
14/09/2011,7927-07,"Modifica el inciso 11, numeral 24, del artículo 19 de la Constitución Política de la República, en materia de dominio estatal de las aguas.",En tramitación,2011/09/14,7927-07
13/09/2011,7926-03,Sobre el fortalecimiento de la pesca artesanal y la regulación de la explotación pesquera.,En tramitación,2011/09/13,7926-03
13/09/2011,7932-03,Sobre protección a deudores de créditos en dinero.,En tramitación,2011/09/13,7932-03
06/09/2011,7914-11,"Modifica Ley N° 19.419, en materia de ambientes libres de humo de tabaco.",Publicado,2011/09/06,7914-11
06/09/2011,7901-11,"Modifica ley N° 19.925 sobre expendio y consumo de bebidas alcohólicas, con el objeto de limitar el horario de venta de alcoholes, en establecimientos de expendio al público, de combustibles líquidos.",Archivado,2011/09/06,7901-11
06/09/2011,7907-04,Garantiza el derecho a la educación.,Archivado,2011/09/06,7907-04
31/08/2011,7893-13,"Establece feriado obligatorio e irrenunciable  el día 19 de septiembre de 2011, para todos los trabajadores dependientes del comercio.",Publicado,2011/08/31,7893-13
30/08/2011,7886-03,Regula el tratamiento de la información sobre obligaciones de carácter financiero o crediticio.,En tramitación,2011/08/30,7886-03
10/08/2011,7856-04,Proyecto de ley que prohíbe aportes estatales a entidades que persigan fines de lucro en la educación.,Archivado,2011/08/10,7856-04
04/08/2011,7848-08,Sobre Seguridad e Institucionalidad Minera.,Rechazado,2011/08/04,7848-08
04/08/2011,7846-03,Limita el horario de las promociones de bienes y servicios.,Archivado,2011/08/04,7846-03
19/07/2011,7796-07,Proyecto de reforma constitucional sobre propiedad estatal en empresas de servicios sanitarios.,Archivado,2011/07/19,7796-07
19/07/2011,7800-03,Equipara ofertas de servicios a todos los clientes de compañías por los bienes y servicios ofrecidos por estas entidades.,Archivado,2011/07/19,7800-03
13/07/2011,7786-03,Sobre interés máximo convencional.,Publicado,2011/07/13,7786-03
06/07/2011,7776-03,Proyecto de ley sobre eliminación en registros o bancos de datos personales de clientes cuyas deudas se hayan repactado unilateralmente.,Archivado,2011/07/06,7776-03
06/07/2011,7768-05,"Modifica la ley N°18.010, rebajando la tasa máxima del interés máximo convencional.",Archivado,2011/07/06,7768-05
05/07/2011,7752-15,"Proyecto de ley que sanciona a quien conduzca bajo los efectos del alcohol o las drogas, acompañado de un menor.",En tramitación,2011/07/05,7752-15
05/07/2011,7759-08,Proyecto de ley que regula cobros por consumos no registrados de energía eléctrica.,Archivado,2011/07/05,7759-08
17/06/2011,7738-03,Regula el plazo de vigencia de las tarjetas de prepago de las empresas de telefonía móvil.,En tramitación,2011/06/17,7738-03
07/06/2011,7692-11,Proyecto de ley que restringe el consumo de tabaco en lugares públicos.,Retirado,2011/06/07,7692-11
02/06/2011,7675-13,Prohíbe el uso de uniformes a trabajadoras de casa particular.,Publicado,2011/06/02,7675-13
31/05/2011,7683-03,Incorpora en reparticiones institucionales y portal web el catastro de empresas que no cumplen con las normas sanitarias establecidas en la ley.,Archivado,2011/05/31,7683-03
31/05/2011,7680-13,Proyecto de ley sobre descuentos a afiliados a Cajas de Compensación de Asignación Familiar.,En tramitación,2011/05/31,7680-13
17/05/2011,7652-15,"Modifica ley N° 18.290, aumentando las sanciones por manejo en estado de ebriedad, bajo la influencia de sustancias estupefacientes o sicotrópicas, y bajo la influencia del alcohol.",Publicado,2011/05/17,7652-15
12/05/2011,7645-07,Aumenta las facultades del Juez de Garantía de disponer medidas cautelares frente al manejo en estado de ebriedad durante los feriados.,En tramitación,2011/05/12,7645-07
11/05/2011,7628-13,Establece el derecho a realizar deporte dentro de la jornada laboral,En tramitación,2011/05/11,7628-13
11/05/2011,7636-09,"Proyecto de ley que establece compensación a usuarios por interrupción, restricción o racionamiento del suministro de agua potable.",Archivado,2011/05/11,7636-09
11/05/2011,7642-17,"Revoca la nacionalización concedida por gracia, a don Horst Paulmann Kemna",Archivado,2011/05/11,7642-17
05/05/2011,7623-12,"Instaura el día 17 de mayo de cada año como el ""Día Mundial del Reciclaje"" en Chile.",Archivado,2011/05/05,7623-12
21/04/2011,7609-12,Establece normas para la gestión de residuos de aparatos eléctricos y electrónicos.,En tramitación,2011/04/21,7609-12
13/04/2011,7589-07,Reforma constitucional que establece el dominio de las aguas y garantiza el derecho al agua para consumo de la población.,En tramitación,2011/04/13,7589-07
13/04/2011,7586-25,"Modifica ley de Tránsito, estableciendo nueva tipificación del delito de manejo en estado de ebriedad.",Archivado,2011/04/13,7586-25
07/04/2011,7580-03,Fija la tasa de interés corriente para el cobro de los créditos sociales otorgados por las Cajas de Compensación de Asignación Familiar.,Archivado,2011/04/07,7580-03
06/04/2011,7573-11,"Obliga a las empresas que comercializan ""comida rápida"", a indicar en sus avisos publicitarios los nocivos efectos para la salud  que conlleva su consumo excesivo.",Archivado,2011/04/06,7573-11
05/04/2011,7567-07,"Modifica Código Civil y otras leyes, regulando el régimen patrimonial de sociedad conyugal.",En tramitación,2011/04/05,7567-07
05/04/2011,7563-07,Proyecto de reforma constitucional sobre protección de los derechos de los consumidores.,En tramitación,2011/04/05,7563-07
22/03/2011,7546-11,"Modifica ley N° 19.419, que regula actividades que indica, relacionadas con el tabaco.",Archivado,2011/03/22,7546-11
17/03/2011,7543-12,Reforma el Código de Aguas.,En tramitación,2011/03/17,7543-12
15/03/2011,7528-06,Fomenta el Mercado de Cruceros Turísticos.,Publicado,2011/03/15,7528-06
08/03/2011,7511-06,"Modifica ley N° 19.175, Orgánica Constitucional sobre Gobierno y Administración Regional, en materia de Consejeros Regionales.",Archivado,2011/03/08,7511-06
01/03/2011,7492-08,Proyecto de ley sobre abastecimiento residencial de gas en la XII Región.,Archivado,2011/03/01,7492-08
01/03/2011,7482-03,"Modifica ley N° 19.946, sobre protección de los derechos de los consumidores, estableciendo responsabilidad a los dueños de establecimientos comerciales por la sustracción, hurto o robo de vehículos, en los lugares destinados a estacionamiento de los mismos.",Archivado,2011/03/01,7482-03
19/01/2011,7458-07,Proyecto de reforma constitucional relativo al matrimonio heterosexual.,Archivado,2011/01/19,7458-07
18/01/2011,7449-11,"Modifica ley N° 19.925, sobre Expendio y Consumo de Bebidas Alcohólicas, con el objeto de promover las presentaciones de música en vivo.",Publicado,2011/01/18,7449-11
18/01/2011,7451-11,Proyecto de ley que exige al comercio informar acerca de la composición nutricional de los alimentos que expenden.,Archivado,2011/01/18,7451-11
18/01/2011,7456-11,Proyecto de ley que prohíbe toda forma de publicidad del tabaco y restringe su consumo.,Archivado,2011/01/18,7456-11
18/01/2011,7454-07,Proyecto de ley que sanciona a quien se aprovechare de la alteración de un medidor de agua potable.,Archivado,2011/01/18,7454-07
11/01/2011,7427-03,"Obliga a las instituciones financieras, informar debidamente, en toda acción publicitaria, el costo financiero total de los créditos que ofrecen.",Archivado,2011/01/11,7427-03
06/01/2011,7420-07,"Modifica artículo 19 N° 10, de la Constitución Política, consagrando el derecho al deporte y la recreación.",En tramitación,2011/01/06,7420-07
05/01/2011,7415-04,"Sobre promoción de la música en vivo, en establecimientos comerciales.",Archivado,2011/01/05,7415-04
04/01/2011,7414-05,Sobre información al Congreso Nacional en materia presupuestaria.,Consulta archivo,2011/01/04,7414-05
04/01/2011,7400-03,Modifica ley general de Servicios Eléctricos con el objeto de regular cobros injustificados y abusivos.,Archivado,2011/01/04,7400-03
04/01/2011,7402-03,Establece la obligatorierdad de adoptar medidas de seguridad en establecimientos comerciales que indica.,Archivado,2011/01/04,7402-03
04/01/2011,7409-15,"Modifica ley N° 18.290 y la ley Nº 20.084, para establecer nuevas edades mínimas para obtener licencia de conducir a quienes cometan delitos que indica.",En tramitación,2011/01/04,7409-15
04/01/2011,7403-07,"Modifica artículo 14 de ley N° 15.231, sobre organización y atribuciones de los Juzgados de Policía Local, en materia de cuantía.",En tramitación,2011/01/04,7403-07
22/12/2010,7395-03,Sobre interpretación comercial favorable al consumidor.,Archivado,2010/12/22,7395-03
21/12/2010,7387-09,"Modifica Art. 11, de Ley de Tránsito, disminuyendo la tolerancia a la conducción bajo la influencia del alcohol.",En tramitación,2010/12/21,7387-09
15/12/2010,7368-07,Agrava la penalidad del microtráfico cometido en zonas limítrofes.,Archivado,2010/12/15,7368-07
15/12/2010,7366-03,Prohíbe exigir nuevos seguros cuando se repacta un crédito .,Archivado,2010/12/15,7366-03
14/12/2010,7356-03,Prohíbe nuevos cobros por servicios suspendidos.,Archivado,2010/12/14,7356-03
14/12/2010,7353-03,Prohíbe comercializar recursos hidrobiológicos enfermos o contaminados.,Archivado,2010/12/14,7353-03
14/12/2010,7355-11,Referido a la distancia entre establecimientos educacionales y lugares de venta de tabaco.,Archivado,2010/12/14,7355-11
07/12/2010,7349-09,Modifica Ley General de Servicios Sanitarios sobre concesiones sanitarias.,En tramitación,2010/12/07,7349-09
07/12/2010,7344-12,Relativo a los organismos genéticamente modificados.,Archivado,2010/12/07,7344-12
01/12/2010,7338-07,"Sobre inscripción automática, Servicio Electoral y sistema de votaciones.",Publicado,2010/12/01,7338-07
30/11/2010,7330-05,"Otorga reajuste de remuneraciones a los trabajadores del sector público, concede aguinaldos que señala y  otros beneficios que indica.",Publicado,2010/11/30,7330-05
03/11/2010,7286-03,Declara inexistente la indemnización por término anticipado de contratos de servicios.,Archivado,2010/11/03,7286-03
27/10/2010,7274-11,Autoriza la venta de medicamentos que tengan la condición de venta directa en establecimientos comerciales que cumplan los requisitos que indica.,Retirado,2010/10/27,7274-11
12/10/2010,7266-07,Aumenta las penas del manejo en estado de ebriedad y bajo la influencia del alcohol.,En tramitación,2010/10/12,7266-07
06/10/2010,7256-03,Relativo al procedimiento aplicable para la protección del interés colectivo o difuso de los consumidores,Publicado,2010/10/06,7256-03
05/10/2010,7226-05,"Ley de Presupuestos para el Sector Público, correspondiente al año 2011.",Publicado,2010/10/05,7226-05
30/09/2010,7241-03,"Modifica ley N° 18.010, prohibiendo el cobro de intereses sobre intereses.",En tramitación,2010/09/30,7241-03
29/09/2010,7231-15,"Modifica Ley de Tránsito, estableciendo responsabilidad civil solidaria, a los dueños de determinados establecimientos que permiten el egreso de clientes, en evidente estado de ebriedad.",En tramitación,2010/09/29,7231-15
29/09/2010,7240-08,Sobre procedimiento para otorgar concesiones eléctricas.,Retirado,2010/09/29,7240-08
29/09/2010,7238-07,Sanciona penalmente el suministro de derivados del petróleo a menores de edad.,En tramitación,2010/09/29,7238-07
29/09/2010,7239-08,Establece las bases y procedimientos de fijación de tarifas de los servicios de gas en la XII Región.,Archivado,2010/09/29,7239-08
15/09/2010,7218-03,"Modifica ley N° 19.496, sobre protección de los derechos de los consumidores y, regula tarifas de pasajes en buses interprovinciales.",Archivado,2010/09/15,7218-03
14/09/2010,7209-13,"Declara obligatorios e irrenunciables para los trabajadores que indica, los días domingos y festivos que señala.",En tramitación,2010/09/14,7209-13
01/09/2010,7168-07,Sobre prevención del consumo abusivo de alcohol.,Archivado,2010/09/01,7168-07
31/08/2010,7153-02,"Modifica ley N° 18.108, incorporando a las entidades de salud y cooperativas.",Archivado,2010/08/31,7153-02
31/08/2010,7151-11,"Introduce modificaciones a ley N° 19.419, para establecer prohibición de fumar en los espacios públicos abiertos.",Archivado,2010/08/31,7151-11
17/08/2010,7141-08,Regula la certificación de los artefactos para combustibles de leña y otros productos dendroenergéticos.,Publicado,2010/08/17,7141-08
17/08/2010,7137-04,"Establece, en caracter de obligatorias en la Educación Básica y Media, las asignaturas de educación Civica y Economía Doméstica.",Archivado,2010/08/17,7137-04
17/08/2010,7138-03,"Restablece excepción, en las regiones de Aysén y Magallanes, acerca de los establecimientos de bebidas alcohólicas.",Publicado,2010/08/17,7138-03
11/08/2010,7126-03,Establece la insolvencia individual y nuevas normas en materia de compras con tarjetas y otorgamiento de crédito.,Archivado,2010/08/11,7126-03
10/08/2010,7118-03,"Prohíbe a las concesionarias de Servicios de Distribución Eléctrica, incorporar en la factura o boleta el cobro de otras cuentas no asociadas al consumo de servicios de energía eléctrica.",Archivado,2010/08/10,7118-03
09/08/2010,7120-03,Establece los derechos del usuario de servicios financieros.,Archivado,2010/08/09,7120-03
04/08/2010,7108-07,Declara de dominio público las aguas subterráneas.,En tramitación,2010/08/04,7108-07
03/08/2010,7092-13,Sobre descuentos en las remuneraciones.,Archivado,2010/08/03,7092-13
03/08/2010,7094-03,"Modifica ley N° 19.496, sobre Protección de los Derechos de los Consumidores, para dotar de atribuciones en materias financieras, entre otras, al Servicio Nacional del Consumidor.",Publicado,2010/08/03,7094-03
03/08/2010,7091-11,"Modifica ley N° 19.925, sobre expendio y consumo de bebidas alcohólicas, estableciendo la prohibición de su venta y expendio en vasos o envases de vidrio, en recintos que indica.",Archivado,2010/08/03,7091-11
29/07/2010,7088-03,Sobre caducidad del saldo en los teléfonos prepagos.,En tramitación,2010/07/29,7088-03
29/07/2010,7087-15,Establece gratuidad en la consulta de saldos para teléfonos celulares.,En tramitación,2010/07/29,7087-15
28/07/2010,7082-13,"Establece, por una sola vez, como feriados obligatorios e irrenunciables, los días 19 y 20 de septiembre de 2010, para todos los trabajadores dependientes del comercio.",Publicado,2010/07/28,7082-13
27/07/2010,7078-03,"Modifica Art. 58, de ley de Protección de Derechos del Consumidor, estableciendo la obligación de los proveedores, de concurrir a una mediación en el Servicio Nacional del Consumidor.",En tramitación,2010/07/27,7078-03
27/07/2010,7079-03,Prohíbe a los prestadores de suministros domiciliarios la comercialización de bienes o servicios en sus oficinas de atención al público y regula las características de estos recintos.,Archivado,2010/07/27,7079-03
15/07/2010,7069-13,Limita los descuentos que pueden efectuarse por las entidades pagadoras de pensiones a los pensionados afiliados a una Caja de Compensación.,Archivado,2010/07/15,7069-13
13/07/2010,7064-05,Crea un nuevo sistema de protección al contribuyente que enfrenta variaciones en los precios internacionales de los combustibles.,Publicado,2010/07/13,7064-05
07/07/2010,7057-07,"Declara al tráfico ilícito de drogas y sustancias psicotrópicas como atentatorio  contra  la sociedad, la familia y la persona humana.",Archivado,2010/07/07,7057-07
01/07/2010,7032-07,"Modifica la ley N° 20.084, de responsabilidad penal adolescente, con el objeto de fortalecer la especialización de la justicia penal juvenil, profundizar su función reahabilitadora y resolver algunos problemas surgidos en la práctica.",En tramitación,2010/07/01,7032-07
30/06/2010,7027-03,Regula la publicidad dirigida al público infantil,Archivado,2010/06/30,7027-03
29/06/2010,7022-08,"Exceptúa a la Empresa Nacional de Petróleos (ENAP), de la aplicación del artículo 15 de la ley N° 20.402, que crea el Ministerio de Energía.",En tramitación,2010/06/29,7022-08
17/06/2010,6999-11,Establece obligatoriedad de información calórica en establecimientos de comida rápida.,Archivado,2010/06/17,6999-11
17/06/2010,6998-11,"Establece reducción del contenido de sodio o sal, en alimentos procesados.",Archivado,2010/06/17,6998-11
16/06/2010,6991-13,Autoriza descuentos de remuneraciones destinadas a cooperativas.,Archivado,2010/06/16,6991-13
16/06/2010,6995-12,Establece la definición legal de capacidad de carga turística.,Archivado,2010/06/16,6995-12
15/06/2010,6986-07,Considera el consumo de estupefacientes y sustancias psicotrópicas ilegales como causal de inhabilidad para cargos públicos.,En tramitación,2010/06/15,6986-07
15/06/2010,6989-13,Reajusta el monto del ingreso mínimo mensual.,Publicado,2010/06/15,6989-13
03/06/2010,6973-03,"Modifica ley N° 19.496, sobre protección de los derechos de los consumidores respecto de las facultades del Servicio Nacional del Consumidor.",Archivado,2010/06/03,6973-03
02/06/2010,6969-01,Prohíbe plaguicidas de elevada peligrosidad,En tramitación,2010/06/02,6969-01
01/06/2010,6966-11,Prohíbe la publicidad del tabaco.,Archivado,2010/06/01,6966-11
01/06/2010,6960-13,Crea banco de horas en el Código del Trabajo.,En tramitación,2010/06/01,6960-13
18/05/2010,6940-08,Elimina el litio como mineral no concesible.,Archivado,2010/05/18,6940-08
18/05/2010,6941-08,Establece restricciones a las concesiones de litio ya existentes.,En tramitación,2010/05/18,6941-08
17/05/2010,6939-03,Prohíbe monopolio de la información comercial de carácter personal.,Archivado,2010/05/17,6939-03
06/05/2010,6928-11,"Restablece excepción que permite que en las regiones de Aysén y Magallanes, los establecimientos de expendio de bebidas alcohólicas puedan estar colindantes y conectados con la casa habitación del comerciante, o de cualquier otra persona.",Retirado,2010/05/06,6928-11
06/05/2010,6927-05,Modifica diversos cuerpos legales para obtener recursos destinados al financiamiento de la reconstrucción del país.,Publicado,2010/05/06,6927-05
30/04/2010,6911-14,Aplica la Ley del Consumidor a la calidad de la construcción.,Archivado,2010/04/30,6911-14
22/04/2010,6909-07,Reforma constitucional que impide ser elegido Diputado o Senador siendo consumidor de drogas.,En tramitación,2010/04/22,6909-07
21/04/2010,6906-03,"Establece la obligación de detallar los bienes y servicios cobrados, en la boleta o factura.",Archivado,2010/04/21,6906-03
21/04/2010,6904-03,"Modifica ley N° 19.496, con el objeto de permitir la solicitud de indemnización por daño moral en demandas colectivas.",En tramitación,2010/04/21,6904-03
07/04/2010,6874-11,Exige a las empresas elaboradoras de cemento rotular sus envases en caso de usar en su fabricación elementos tóxicos o peligrosos para la salud,Archivado,2010/04/07,6874-11
17/03/2010,6854-03,"Suspende temporalmente la aplicación de normas que regulan la comunicación de anotaciones comerciales, respecto de las personas domiciliadas en Regiones declaradas Zonas de Catástrofe.",Archivado,2010/03/17,6854-03
09/03/2010,6839-03,Declara sin efecto alguno la cláusula de designación de apoderados o mandatarios que representen al consumidor en contratos de otorgamiento o pago de créditos.,Archivado,2010/03/09,6839-03
21/01/2010,6828-11,Crea el Sistema Nacional y la Agencia Chilena para la Inocuidad Alimentaria.,Retirado,2010/01/21,6828-11
19/01/2010,6823-08,Establece el pago de un impuesto específico de beneficio municipal por la instalación de una central generadora de energía eléctrica.,En tramitación,2010/01/19,6823-08
07/01/2010,6816-07,"Reforma constitucional que modifica el artículo 19, numerales 23 y 24, de la Constitución Política de la República , (aguas).",En tramitación,2010/01/07,6816-07
22/12/2009,6800-03,"Modifica la ley N° 19.628, de datos de carácter personal para garantizar que la información entregada a través de predictores de riesgo sea exacta, actualizada y veraz.",Publicado,2009/12/22,6800-03
16/12/2009,6795-07,"Modifica Art. 19, N° 24, de la Constitución Política de la República, con el objeto de establecer que el aprovechamiento y consumo humano del agua, es de carácter prioritario.",En tramitación,2009/12/16,6795-07
01/12/2009,6781-07,"Declara a los materiales atómicos naturales y al litio como sustancias no concesibles de valor estratégico y reserva al Estado su exploración, explotación y beneficio.",Archivado,2009/12/01,6781-07
25/11/2009,6776-07,Sanciona el uso de artilugios para promover o administrar drogas ilícitas.,Archivado,2009/11/25,6776-07
25/11/2009,6779-06,Establece feriado legal para el día de las elecciones parlamentarias y presidencial de 2009,Publicado,2009/11/25,6779-06
18/11/2009,6767-03,"Modifica ley N° 19.496, con el objeto de obligar al proveedor  de bienes y prestador de ciertos servicios, de informar las emisiones de dióxido de carbono y la cantidad de agua, utilizada en su elaboración, embalaje y transporte.",Archivado,2009/11/18,6767-03
18/11/2009,6768-03,Prohíbe y sanciona la exposición y difusión de mensajes que induzcan a error al consumidor respecto de sus derechos.,Archivado,2009/11/18,6768-03
04/11/2009,6754-12,"Modifica Art. 136, de ley N° 18.892, aumentando las penas de determinados delitos medioambientales.",En tramitación,2009/11/04,6754-12
02/11/2009,6749-13,Facilita el cobro del seguro de desempleo y los seguros de cesantía involuntaria asociados a créditos de consumo,Archivado,2009/11/02,6749-13
01/10/2009,6707-05,Ley de Presupuestos para el Sector Público correspondiente al año 2010.,Publicado,2009/10/01,6707-05
23/09/2009,6714-07,Tipifica como delito la conducta de señalar un domicilio falso para eludir el cumplimiento de las obligaciones contractuales.,Archivado,2009/09/23,6714-07
16/09/2009,6704-18,Establece insolvencia individual y quiebra familiar.,Archivado,2009/09/16,6704-18
15/09/2009,6701-02,Establece un nuevo sistema de financiamiento de la Defensa Nacional.,Consulta archivo,2009/09/15,6701-02
10/09/2009,6695-03,"Establece que los proveedores de servicios básicos, deberán avisar al usuario cuando el consumo aumente al doble del promedio de los últimos tres meses y verificar, sin costo, el correcto funcionamiento del medidor.",Archivado,2009/09/10,6695-03
09/09/2009,6692-05,"Introduce una serie de reformas en materia de liquidez, innovación financiera e integración del mercado de capitales.",Publicado,2009/09/09,6692-05
01/09/2009,6682-07,Tipifica la promoción del consumo de drogas estupefacientes o sustancias sicotrópicas utilizando medios de comunicación social,Archivado,2009/09/01,6682-07
20/08/2009,6672-11,"Modifica ley N° 19.925, reconociendo excepción para las regiones de Aysén y Magallanes, en materia de expendio de bebidas alcohólicas.",Retirado,2009/08/20,6672-11
19/08/2009,6671-17,"Concede nacionalidad chilena, por especial gracia, al ciudadano norteamericano Steven Colon Santos.",Archivado,2009/08/19,6671-17
19/08/2009,6669-03,"Regula la contratación de seguros en materia de compraventas a crédito, avances en efectivo y renegociaciones .",Archivado,2009/08/19,6669-03
19/08/2009,6668-15,Contempla medidas para prevenir accidentes de tránsito.,En tramitación,2009/08/19,6668-15
29/07/2009,6630-13,Permite al empleador realizar exámenes de drogas estupefacientes antes de la contratación de una persona,En tramitación,2009/07/29,6630-13
29/07/2009,6632-03,Establece medida de consumo promedio mensual en artefactos eléctricos.,Archivado,2009/07/29,6632-03
28/07/2009,6627-05,"Modifica ley general de bancos, permitiendo a los empleados de dichas instituciones, acceder a créditos en sus lugares de trabajo.",Publicado,2009/07/28,6627-05
15/07/2009,6616-12,Regula los artefactos para la combustión a leña y otros dendroenergéticos y dichos combustibles.,En tramitación,2009/07/15,6616-12
14/07/2009,6607-15,Modifica el artículo 196 C de la ley N° 18.290. extendiendo multa a los acompañantes de quien conduce en estado de ebriedad.,En tramitación,2009/07/14,6607-15
09/07/2009,6605-08,"Obliga a las compañías concesionarias de suministro eléctrico, a implementar y permitir técnicamente la conexión de sistemas de medicIón neta, que faciliten la generación de energías renovables no convencionales.",Archivado,2009/07/09,6605-08
08/07/2009,6601-15,"Modifica artículo 115 B, de la ley 18.290, con el objeto de sustituir el concepto de desempeño en estado de ebriedad y bajo la influencia del alcohol.",En tramitación,2009/07/08,6601-15
02/07/2009,6586-15,"Incentiva el uso, fomento e integración de la bicicleta.",En tramitación,2009/07/02,6586-15
02/07/2009,6587-03,Establece transparencia y regulación de las tarjetas de crédito.,Archivado,2009/07/02,6587-03
01/07/2009,6585-12,Prohíbe el uso de bolsas plásticas.,En tramitación,2009/07/01,6585-12
09/06/2009,6552-03,"Introduce diversas modificaciones a la ley N° 19.496, sobre protección de los derechos de los consumidores.",Archivado,2009/06/09,6552-03
09/06/2009,6554-11,Establece la obligatoriedad de rotular la presencia de sustancias alérgicas en productos alimenticios.,Archivado,2009/06/09,6554-11
04/06/2009,6547-15,Modifica la ley General de Servicios Sanitarios con el objeto de establecer la obligación de mantener un suministro mínimo a los usuarios.,En tramitación,2009/06/04,6547-15
04/06/2009,6548-07,"Modifica los artículos 285 y 286, del Código Penal, aumentando sanción y estableciendo multas.",En tramitación,2009/06/04,6548-07
03/06/2009,6543-03,"Modifica ley N° 19.496, sobre Protección de los Derechos de los Consumidores.",En tramitación,2009/06/03,6543-03
02/06/2009,6539-15,"Establece sistema de puntaje de licencias de conducir y sanciones especiales para quien conduzca en estado de ebriedad con resultado de daños, lesiones o muerte.",En tramitación,2009/06/02,6539-15
20/05/2009,6532-25,Establece incapacidad relativa respecto de las personas que sufran adicción a las drogas.,Archivado,2009/05/20,6532-25
19/05/2009,6526-11,"Modifica Ley N° 19.419, que regula actividades relacionadas con el tabaco, con el objeto de establecer la incorporación de advertencias en las cajetillas y envases de cigarros y cigarrillos.",Archivado,2009/05/19,6526-11
14/05/2009,6519-03,Otorgamiento de créditos de consumo mediante uso de tarjetas de crédito.,Archivado,2009/05/14,6519-03
14/05/2009,6520-12,Prohíbe el uso de bolsas plásticas de polietileno.,En tramitación,2009/05/14,6520-12
13/05/2009,6523-11,Modifica el Código Sanitario en materia de regulación a las farmacias.,Publicado,2009/05/13,6523-11
12/05/2009,6517-13,"Modifica el Código del Trabajo, en materia de renuncia de derechos del trabajador, con motivo de la suscripción del finiquito.",Archivado,2009/05/12,6517-13
12/05/2009,6511-03,"Establece una nueva causal de discriminación de consumidores, a través de tarjetas de crédito.",Archivado,2009/05/12,6511-03
12/05/2009,6510-07,"Modifica bienes inembargables, actualizando el artículo 445, del Código de Procedimiento Civil.",En tramitación,2009/05/12,6510-07
12/05/2009,6509-13,"Modifica el Código del Trabajo, en orden a adoptar medidas de protección a los trabajadores que desempeñan sus actividades en establecimientos y locales donde se consume tabaco.",En tramitación,2009/05/12,6509-13
07/05/2009,6504-12,Establece el uso obligatorio de leña certificada en todos los servicios municipales del país.,Archivado,2009/05/07,6504-12
07/05/2009,6503-11,Establece la obligación del Estado de crear mecanismos de fomento de la denominación de origen relativa al pisco.,Archivado,2009/05/07,6503-11
16/04/2009,6469-03,"Establece ley interpretativa en materias de fijación de precios de bienes de primera necesidad, por parte del SERNAC.",Archivado,2009/04/16,6469-03
14/04/2009,6459-03,"Modifica la ley N° 19.496, con el objeto de proteger al consumidor en la contratación de seguros asociados a los contratos de crédito.",Archivado,2009/04/14,6459-03
02/04/2009,6439-07,Tipifica delitos atentatorios contra los derechos de los consumidores y la libre competencia.,En tramitación,2009/04/02,6439-07
01/04/2009,6437-05,"Modifica distintos cuerpos legales, con el objeto de mejorar las condiciones de financiamiento para personas y empresas.",Publicado,2009/04/01,6437-05
05/03/2009,6399-08,Instaura la medición neta en el sistema eléctrico nacional.,Archivado,2009/03/05,6399-08
03/03/2009,6382-03,Prohíbe el otorgamiento de tarjetas de crédito a estudiantes que carecen de ingresos propios.,Archivado,2009/03/03,6382-03
20/01/2009,6369-07,Establece modificaciones en materia de responsabilidad de Fiscales del Ministerio Público.,En tramitación,2009/01/20,6369-07
14/01/2009,6360-03,Introduce nueva hipótesis de nulidad en la ley del consumidor.,Archivado,2009/01/14,6360-03
13/01/2009,6355-01,Regula derechos sobre obtenciones vegetales y deroga ley N° 19.342.,En tramitación,2009/01/13,6355-01
